account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,current_plan_tier,current_seats,mrr_amount,arr_amount,billing_frequency,auto_renew_flag,latest_sub_churn_flag,start_date,total_usage_count,avg_usage_count,total_usage_duration_secs,avg_usage_duration_secs,total_error_count,n_usage_events,n_features_used,beta_usage_events,n_tickets,avg_resolution_hours,avg_first_response_min,avg_satisfaction,n_escalations,status,usage_segment,mrr_segment,account_size
A-fd7ad3,Company_100,Cybersecurity,US,2024-11-01,event,Enterprise,1,False,False,Basic,29,551,6612,monthly,True,False,2024-12-26,567,10.125,171957,3070.660714285714,42,56,31,9,8.0,48.75,98.125,4.166666666666667,1.0,Retained,Medium,Medium MRR,Small
A-186a44,Company_101,HealthTech,US,2023-08-07,ads,Enterprise,20,False,False,Pro,20,0,0,annual,True,False,2024-12-17,614,10.065573770491802,205539,3369.4918032786886,25,61,30,7,7.0,38.285714285714285,110.42857142857143,3.5,0.0,Retained,High,Low MRR,Medium
A-e888d1,Company_102,Cybersecurity,US,2023-03-28,other,Pro,14,False,False,Pro,17,833,9996,monthly,True,False,2024-12-19,552,10.615384615384615,158087,3040.1346153846152,36,52,31,5,5.0,43.0,104.0,4.0,1.0,Retained,Medium,Medium MRR,Medium
A-69fad4,Company_103,FinTech,UK,2023-04-06,ads,Basic,6,False,True,Pro,13,0,0,monthly,True,False,2024-03-24,412,10.564102564102564,124646,3196.051282051282,24,39,24,4,4.0,43.0,116.75,3.6666666666666665,0.0,Churned,Low,Low MRR,Small
A-9289f6,Company_104,EdTech,US,2023-05-31,event,Enterprise,1,False,False,Pro,25,1225,14700,annual,False,False,2024-12-17,642,9.441176470588236,200375,2946.6911764705883,38,68,33,7,6.0,37.5,70.0,4.333333333333333,0.0,Retained,High,Medium MRR,Small
A-f19409,Company_105,DevTools,US,2023-03-16,other,Basic,23,False,True,Basic,35,665,7980,annual,False,False,2024-12-20,659,10.629032258064516,209812,3384.064516129032,31,62,33,12,3.0,6.333333333333333,103.33333333333333,4.0,0.0,Churned,High,Medium MRR,Medium
A-22f2df,Company_106,DevTools,US,2024-12-14,ads,Basic,3,False,False,Basic,11,209,2508,annual,True,False,2024-12-30,429,10.214285714285714,119127,2836.3571428571427,17,42,25,5,5.0,44.8,71.6,5.0,0.0,Retained,Medium,Low MRR,Small
A-039727,Company_107,EdTech,AU,2024-11-02,organic,Pro,25,False,False,Enterprise,25,4975,59700,annual,True,True,2024-12-19,768,10.378378378378379,249545,3372.2297297297296,32,74,33,3,0.0,,,,0.0,Retained,High,High MRR,Medium
A-2e3bad,Company_108,FinTech,CA,2023-08-13,other,Pro,61,False,False,Basic,61,1159,13908,monthly,True,True,2024-12-04,435,9.666666666666666,123738,2749.733333333333,26,45,25,6,5.0,31.4,107.0,3.5,0.0,Retained,Medium,Medium MRR,Large
A-484819,Company_109,HealthTech,US,2023-02-21,organic,Pro,18,False,False,Enterprise,18,3582,42984,monthly,True,False,2024-11-13,336,10.181818181818182,116076,3517.4545454545455,20,33,22,3,5.0,33.2,139.6,4.5,0.0,Retained,Low,High MRR,Medium
A-425e76,Company_110,DevTools,UK,2023-05-17,other,Enterprise,8,False,True,Enterprise,9,1791,21492,annual,True,False,2024-08-13,438,9.125,136419,2842.0625,24,48,29,5,5.0,48.2,119.2,3.3333333333333335,1.0,Churned,Medium,Medium MRR,Small
A-e83938,Company_111,DevTools,UK,2023-11-21,other,Pro,2,True,True,Basic,54,1026,12312,annual,False,False,2024-12-06,266,8.580645161290322,87249,2814.483870967742,18,31,22,2,4.0,31.0,72.5,3.0,0.0,Churned,Low,Medium MRR,Small
A-ad296b,Company_112,DevTools,AU,2024-07-15,event,Pro,38,False,False,Pro,38,1862,22344,annual,True,False,2024-12-09,294,9.483870967741936,103805,3348.548387096774,12,31,24,2,3.0,28.333333333333332,83.33333333333333,3.6666666666666665,1.0,Retained,Low,Medium MRR,Large
A-e51ec7,Company_113,FinTech,CA,2023-09-23,partner,Enterprise,2,False,False,Enterprise,10,1990,23880,monthly,True,False,2024-12-19,417,10.425,126745,3168.625,18,40,26,4,3.0,37.0,93.33333333333333,5.0,0.0,Retained,Low,Medium MRR,Small
A-0aaf6e,Company_114,FinTech,US,2024-05-11,organic,Enterprise,3,False,False,Enterprise,18,3582,42984,monthly,True,False,2024-12-26,599,10.508771929824562,172442,3025.2982456140353,39,57,25,6,5.0,45.0,75.4,4.0,0.0,Retained,High,High MRR,Small
A-e61e98,Company_115,FinTech,US,2023-10-20,partner,Enterprise,19,False,True,Enterprise,34,6766,81192,annual,True,False,2024-09-01,527,9.410714285714286,131994,2357.035714285714,25,56,32,7,6.0,30.333333333333332,88.5,4.6,1.0,Churned,Medium,High MRR,Medium
A-92a333,Company_116,FinTech,US,2023-03-24,event,Enterprise,9,False,False,Basic,9,171,2052,monthly,True,False,2024-07-04,364,10.11111111111111,103645,2879.027777777778,30,36,22,2,4.0,23.25,58.25,,1.0,Retained,Low,Low MRR,Small
A-95b24a,Company_117,FinTech,US,2023-06-06,event,Pro,38,False,True,Pro,38,0,0,annual,True,False,2024-10-11,611,9.85483870967742,188856,3046.064516129032,34,62,32,8,5.0,21.2,90.4,4.25,0.0,Churned,High,Low MRR,Large
A-42e5e1,Company_118,DevTools,US,2024-07-09,ads,Pro,1,False,True,Pro,10,490,5880,annual,False,False,2024-11-28,411,10.024390243902438,116704,2846.439024390244,41,41,24,2,3.0,29.0,81.33333333333333,4.0,0.0,Churned,Low,Low MRR,Small
A-7d514c,Company_119,HealthTech,DE,2024-02-03,organic,Enterprise,17,False,False,Enterprise,17,3383,40596,monthly,True,False,2024-12-05,502,10.458333333333334,146707,3056.3958333333335,30,48,30,7,3.0,33.333333333333336,49.666666666666664,5.0,0.0,Retained,Medium,High MRR,Medium
A-65aeb5,Company_120,DevTools,US,2024-01-25,partner,Pro,9,False,False,Basic,9,171,2052,annual,True,True,2024-10-10,533,9.690909090909091,148034,2691.5272727272727,40,55,30,3,2.0,42.5,159.5,5.0,0.0,Retained,Medium,Low MRR,Small
A-e2cd1b,Company_121,DevTools,US,2024-02-04,other,Enterprise,15,False,False,Enterprise,16,3184,38208,annual,True,False,2024-12-26,465,9.489795918367347,138043,2817.204081632653,18,49,29,7,5.0,37.8,76.0,4.0,0.0,Retained,Medium,High MRR,Medium
A-180abf,Company_122,DevTools,US,2023-08-14,event,Pro,64,False,True,Pro,64,3136,37632,monthly,True,False,2024-12-20,499,10.395833333333334,136250,2838.5416666666665,28,48,29,5,3.0,36.333333333333336,62.333333333333336,3.0,0.0,Churned,Medium,High MRR,Large
A-f17767,Company_123,DevTools,US,2023-01-30,event,Enterprise,1,True,True,Pro,15,735,8820,annual,True,False,2024-12-10,713,10.333333333333334,208977,3028.6521739130435,38,69,35,4,3.0,36.333333333333336,115.0,4.0,1.0,Churned,High,Medium MRR,Small
A-5a184f,Company_124,DevTools,DE,2023-06-19,other,Enterprise,1,False,True,Basic,36,684,8208,annual,True,True,2024-11-06,587,10.298245614035087,175629,3081.2105263157896,29,57,30,2,3.0,15.333333333333334,42.333333333333336,4.333333333333333,0.0,Churned,High,Medium MRR,Small
A-7df7a7,Company_125,DevTools,US,2023-01-28,organic,Basic,7,False,True,Enterprise,30,5970,71640,annual,True,False,2024-12-28,922,10.131868131868131,256811,2822.098901098901,47,91,36,10,3.0,28.0,93.0,4.0,1.0,Churned,High,High MRR,Small
A-1ac5e0,Company_126,DevTools,US,2024-10-20,event,Basic,33,False,True,Enterprise,33,0,0,monthly,False,False,2024-12-30,558,9.964285714285714,167904,2998.285714285714,31,56,31,7,7.0,40.42857142857143,76.0,3.8,0.0,Churned,Medium,Low MRR,Large
A-52dd88,Company_127,Cybersecurity,US,2023-02-21,ads,Pro,23,False,False,Pro,30,1470,17640,annual,True,False,2024-12-04,516,10.32,180823,3616.46,33,50,28,4,1.0,72.0,111.0,,0.0,Retained,Medium,Medium MRR,Medium
A-bece89,Company_128,Cybersecurity,IN,2023-12-01,event,Pro,26,False,False,Pro,38,1862,22344,annual,True,False,2024-10-18,176,9.263157894736842,48112,2532.2105263157896,13,19,16,2,4.0,32.5,103.75,4.0,1.0,Retained,Low,Medium MRR,Large
A-029f69,Company_129,Cybersecurity,CA,2024-03-07,event,Basic,3,False,False,Basic,34,646,7752,annual,True,False,2024-12-31,789,9.392857142857142,241275,2872.3214285714284,42,84,37,9,2.0,42.0,108.0,3.0,0.0,Retained,High,Medium MRR,Small
A-5c046d,Company_130,EdTech,FR,2024-07-06,partner,Basic,93,False,False,Enterprise,93,18507,222084,annual,True,False,2024-12-20,475,10.326086956521738,127926,2781.0,23,46,27,5,1.0,13.0,128.0,3.0,0.0,Retained,Medium,High MRR,Large
A-fb186e,Company_131,EdTech,IN,2024-10-27,organic,Basic,29,False,False,Enterprise,29,0,0,annual,True,False,2024-12-28,207,10.35,72170,3608.5,7,20,15,3,6.0,26.166666666666668,81.0,3.6666666666666665,0.0,Retained,Low,Low MRR,Large
A-ae052e,Company_132,FinTech,CA,2023-09-11,other,Basic,39,False,False,Basic,39,0,0,annual,True,False,2024-12-17,300,10.344827586206897,88383,3047.689655172414,12,29,24,6,4.0,31.25,60.5,4.0,0.0,Retained,Low,Low MRR,Large
A-9f9299,Company_133,FinTech,US,2023-09-02,organic,Enterprise,28,True,False,Pro,28,1372,16464,annual,True,False,2024-11-18,830,9.764705882352942,258465,3040.764705882353,54,85,37,10,5.0,36.2,116.2,5.0,0.0,Retained,High,Medium MRR,Large
A-96e141,Company_134,DevTools,UK,2023-08-12,partner,Basic,14,False,False,Enterprise,25,4975,59700,monthly,True,False,2024-08-21,346,9.61111111111111,81587,2266.3055555555557,19,36,26,2,5.0,32.8,68.4,4.333333333333333,0.0,Retained,Low,High MRR,Medium
A-117171,Company_135,HealthTech,FR,2024-09-12,organic,Basic,45,False,True,Pro,45,2205,26460,annual,True,True,2024-12-14,208,9.904761904761905,59864,2850.6666666666665,11,21,15,1,6.0,32.5,68.33333333333333,3.6666666666666665,1.0,Churned,Low,High MRR,Large
A-313be3,Company_136,EdTech,US,2023-11-15,partner,Enterprise,47,True,False,Pro,47,2303,27636,monthly,True,False,2024-12-16,560,9.824561403508772,164545,2886.754385964912,40,57,33,3,4.0,22.5,80.25,5.0,1.0,Retained,Medium,High MRR,Large
A-671f31,Company_137,DevTools,US,2024-11-24,ads,Basic,59,False,False,Enterprise,82,0,0,annual,True,False,2024-12-28,167,9.823529411764707,43449,2555.823529411765,16,17,13,0,7.0,33.0,78.0,4.2,0.0,Retained,Low,Low MRR,Large
A-bbc346,Company_138,FinTech,US,2024-08-29,partner,Enterprise,19,False,False,Pro,19,0,0,annual,True,False,2024-12-24,650,10.483870967741936,179376,2893.1612903225805,37,62,34,6,3.0,45.333333333333336,102.66666666666667,4.5,0.0,Retained,High,Low MRR,Medium
A-c16101,Company_139,EdTech,IN,2024-09-06,other,Basic,7,False,False,Pro,7,343,4116,monthly,True,False,2024-12-25,561,10.2,185984,3381.5272727272727,29,55,31,9,4.0,28.0,82.0,5.0,1.0,Retained,Medium,Low MRR,Small
A-50f3f7,Company_140,HealthTech,US,2023-12-22,partner,Basic,31,False,True,Enterprise,31,6169,74028,annual,True,False,2024-12-17,685,9.51388888888889,206893,2873.5138888888887,45,72,30,7,6.0,37.833333333333336,67.83333333333333,5.0,1.0,Churned,High,High MRR,Large
A-7da956,Company_141,Cybersecurity,US,2024-06-02,event,Pro,13,True,False,Enterprise,15,2985,35820,monthly,True,False,2024-11-16,543,10.647058823529411,150431,2949.627450980392,35,51,28,4,3.0,32.666666666666664,88.0,5.0,0.0,Retained,Medium,High MRR,Medium
A-019782,Company_142,DevTools,FR,2023-04-19,event,Enterprise,11,False,False,Enterprise,15,0,0,annual,False,False,2024-12-04,562,10.218181818181819,160848,2924.509090909091,30,55,28,3,2.0,10.0,107.0,3.0,0.0,Retained,Medium,Low MRR,Medium
A-df10db,Company_143,DevTools,US,2023-06-06,other,Enterprise,2,True,False,Enterprise,12,2388,28656,monthly,True,False,2024-10-21,697,10.890625,214976,3359.0,40,64,31,2,2.0,68.5,86.5,3.0,1.0,Retained,High,High MRR,Small
A-3932db,Company_144,HealthTech,CA,2023-10-04,other,Pro,19,True,True,Enterprise,19,0,0,monthly,True,False,2024-12-31,434,9.434782608695652,134963,2933.978260869565,28,46,28,4,6.0,41.0,86.5,4.333333333333333,0.0,Churned,Medium,Low MRR,Medium
A-4f18f0,Company_145,DevTools,CA,2024-04-21,other,Pro,24,True,False,Basic,24,456,5472,monthly,True,False,2024-12-20,544,9.543859649122806,168051,2948.2631578947367,25,57,33,6,5.0,39.2,61.4,4.0,0.0,Retained,Medium,Low MRR,Medium
A-4c6f11,Company_146,FinTech,CA,2023-11-27,organic,Pro,24,True,True,Basic,24,456,5472,monthly,True,False,2024-08-01,268,11.166666666666666,84855,3535.625,4,24,20,1,3.0,44.666666666666664,63.0,4.333333333333333,0.0,Churned,Low,Low MRR,Medium
A-8ae05d,Company_147,FinTech,IN,2024-04-06,other,Enterprise,86,False,False,Enterprise,86,0,0,monthly,True,False,2024-12-13,203,10.15,77446,3872.3,10,20,16,1,1.0,47.0,48.0,4.0,0.0,Retained,Low,Low MRR,Large
A-b78bf8,Company_148,DevTools,US,2024-11-15,event,Pro,33,False,False,Pro,33,1617,19404,monthly,True,False,2024-12-28,421,10.023809523809524,123802,2947.6666666666665,11,42,24,7,5.0,24.2,88.8,4.2,0.0,Retained,Medium,Medium MRR,Large
A-eafc6e,Company_149,DevTools,US,2023-07-06,partner,Pro,27,False,True,Basic,30,0,0,monthly,True,False,2024-10-30,300,9.375,90218,2819.3125,15,32,23,3,1.0,64.0,136.0,,0.0,Churned,Low,Low MRR,Large
A-37f969,Company_150,HealthTech,IN,2023-10-14,partner,Enterprise,30,False,False,Enterprise,30,5970,71640,annual,True,False,2024-09-12,312,9.75,107852,3370.375,14,32,25,5,5.0,22.2,94.0,3.6666666666666665,1.0,Retained,Low,High MRR,Large
A-10b8f2,Company_151,HealthTech,DE,2023-01-11,organic,Basic,47,True,False,Pro,48,2352,28224,annual,True,False,2024-12-16,560,10.0,173183,3092.5535714285716,23,56,29,10,3.0,46.333333333333336,67.0,4.333333333333333,0.0,Retained,Medium,High MRR,Large
A-439b2f,Company_152,DevTools,US,2024-02-21,ads,Enterprise,1,False,True,Pro,26,1274,15288,monthly,True,False,2024-12-27,171,8.55,54271,2713.55,5,20,14,2,3.0,18.333333333333332,85.33333333333333,,0.0,Churned,Low,Medium MRR,Small
A-544d0a,Company_153,DevTools,US,2024-05-02,organic,Basic,2,True,False,Enterprise,2,398,4776,annual,False,False,2024-12-19,510,10.851063829787234,152826,3251.6170212765956,22,47,27,7,2.0,38.5,98.0,4.0,1.0,Retained,Medium,Low MRR,Small
A-ba6516,Company_154,FinTech,US,2023-10-29,ads,Pro,27,False,False,Enterprise,27,5373,64476,annual,True,False,2024-11-24,642,10.7,213554,3559.233333333333,32,60,31,8,6.0,31.5,71.0,4.0,0.0,Retained,High,High MRR,Large
A-712426,Company_155,HealthTech,US,2024-11-10,other,Enterprise,9,False,False,Enterprise,63,0,0,annual,True,False,2024-12-31,696,9.942857142857143,214681,3066.8714285714286,31,70,32,6,6.0,37.333333333333336,79.16666666666667,4.4,0.0,Retained,High,Low MRR,Small
A-038089,Company_156,DevTools,FR,2023-12-19,other,Pro,5,False,True,Basic,5,95,1140,annual,True,False,2024-12-30,210,10.5,63673,3183.65,15,20,15,1,6.0,30.166666666666668,86.16666666666667,3.6666666666666665,0.0,Churned,Low,Low MRR,Small
A-afa505,Company_157,DevTools,US,2023-12-27,partner,Basic,70,True,False,Enterprise,70,13930,167160,monthly,False,False,2024-11-19,507,9.941176470588236,162673,3189.6666666666665,28,51,33,8,4.0,37.25,88.25,3.0,1.0,Retained,Medium,High MRR,Large
A-d5a319,Company_158,FinTech,US,2023-05-04,other,Enterprise,15,False,True,Enterprise,15,2985,35820,annual,True,False,2024-11-19,604,10.23728813559322,212655,3604.322033898305,43,59,32,5,1.0,17.0,132.0,4.0,1.0,Churned,High,High MRR,Medium
A-f97b9a,Company_159,FinTech,US,2023-07-09,event,Pro,16,False,False,Pro,16,784,9408,annual,True,False,2024-12-08,561,10.017857142857142,173241,3093.589285714286,33,56,29,6,7.0,31.714285714285715,69.85714285714286,3.6666666666666665,0.0,Retained,Medium,Medium MRR,Medium
A-2f6a32,Company_160,HealthTech,US,2024-08-26,organic,Basic,19,False,False,Basic,19,361,4332,annual,True,False,2024-12-08,654,9.909090909090908,207283,3140.651515151515,46,66,32,6,2.0,41.0,72.0,3.5,0.0,Retained,High,Low MRR,Medium
A-856b1e,Company_161,FinTech,US,2023-10-31,partner,Basic,19,False,False,Basic,19,0,0,monthly,True,False,2024-10-17,230,10.0,63418,2757.304347826087,24,23,17,4,5.0,36.0,79.4,,1.0,Retained,Low,Low MRR,Medium
A-17939a,Company_162,HealthTech,US,2024-12-26,organic,Basic,1,False,False,Basic,14,266,3192,annual,True,False,2024-12-31,440,9.361702127659575,121725,2589.8936170212764,43,47,25,5,7.0,38.0,83.42857142857143,4.5,0.0,Retained,Medium,Low MRR,Small
A-d27f50,Company_163,Cybersecurity,UK,2024-07-20,ads,Enterprise,44,False,False,Basic,44,836,10032,annual,False,True,2024-12-29,481,9.62,170101,3402.02,31,50,29,4,4.0,37.5,116.5,3.75,0.0,Retained,Medium,Medium MRR,Large
A-e36807,Company_164,EdTech,AU,2024-05-17,other,Pro,6,False,False,Enterprise,9,1791,21492,monthly,True,False,2024-12-23,446,9.10204081632653,140849,2874.469387755102,27,49,27,4,2.0,41.0,152.0,4.5,0.0,Retained,Medium,Medium MRR,Small
A-ff79f2,Company_165,DevTools,US,2024-04-25,ads,Basic,8,False,True,Enterprise,19,3781,45372,annual,True,True,2024-12-31,393,9.585365853658537,133848,3264.5853658536585,12,41,24,4,2.0,50.0,82.5,,0.0,Churned,Low,High MRR,Small
A-5b1bcd,Company_166,DevTools,US,2023-09-16,organic,Pro,73,False,False,Pro,73,3577,42924,annual,False,False,2024-12-31,869,10.104651162790697,251284,2921.906976744186,54,86,34,6,4.0,43.25,92.5,4.5,0.0,Retained,High,High MRR,Large
A-71615e,Company_167,EdTech,US,2024-05-18,organic,Basic,15,False,False,Pro,15,735,8820,annual,True,False,2024-12-06,620,10.0,194799,3141.9193548387098,41,62,29,4,1.0,49.0,77.0,,0.0,Retained,High,Medium MRR,Medium
A-794a0b,Company_168,HealthTech,DE,2023-06-02,organic,Basic,23,False,False,Enterprise,31,6169,74028,monthly,True,False,2024-07-05,347,9.131578947368421,94200,2478.9473684210525,31,38,28,1,0.0,,,,0.0,Retained,Low,High MRR,Medium
A-86902e,Company_169,HealthTech,IN,2023-05-02,other,Enterprise,34,False,False,Enterprise,34,6766,81192,annual,True,False,2024-12-11,628,9.968253968253968,202329,3211.5714285714284,36,63,32,6,9.0,40.888888888888886,71.44444444444444,3.5,0.0,Retained,High,High MRR,Large
A-0532a9,Company_170,FinTech,IN,2024-09-25,event,Pro,19,False,False,Pro,19,931,11172,annual,False,False,2024-12-26,519,9.61111111111111,157792,2922.074074074074,30,54,30,7,8.0,30.75,73.375,3.0,0.0,Retained,Medium,Medium MRR,Medium
A-9779ad,Company_171,Cybersecurity,AU,2024-03-29,event,Pro,40,True,True,Enterprise,40,7960,95520,monthly,False,False,2024-12-16,413,9.604651162790697,109079,2536.720930232558,25,43,29,3,3.0,20.666666666666668,116.33333333333333,5.0,0.0,Churned,Low,High MRR,Large
A-f45426,Company_172,HealthTech,US,2024-08-05,organic,Basic,9,False,False,Pro,9,441,5292,monthly,False,False,2024-12-29,624,10.229508196721312,191651,3141.8196721311474,49,61,33,5,3.0,17.0,69.0,4.0,0.0,Retained,High,Low MRR,Small
A-c1e51e,Company_173,FinTech,US,2024-10-02,organic,Basic,3,False,False,Basic,41,779,9348,annual,True,True,2024-12-29,518,10.36,152228,3044.56,36,50,28,7,5.0,40.0,75.6,3.2,0.0,Retained,Medium,Medium MRR,Small
A-fa3095,Company_174,FinTech,US,2023-09-03,ads,Basic,70,False,False,Basic,70,1330,15960,annual,True,False,2024-12-30,600,10.169491525423728,202100,3425.423728813559,42,59,31,5,5.0,49.2,84.0,5.0,0.0,Retained,High,Medium MRR,Large
A-ad64c6,Company_175,DevTools,UK,2024-02-23,event,Pro,12,False,False,Enterprise,28,5572,66864,annual,True,False,2024-11-20,215,10.75,79605,3980.25,18,20,16,2,4.0,34.0,98.5,5.0,0.0,Retained,Low,High MRR,Medium
A-39b19f,Company_176,FinTech,US,2023-02-03,partner,Enterprise,1,False,False,Basic,13,247,2964,monthly,True,False,2024-11-07,530,9.636363636363637,135061,2455.6545454545453,37,55,30,5,6.0,47.833333333333336,87.5,4.25,1.0,Retained,Medium,Low MRR,Small
A-56962b,Company_177,EdTech,UK,2024-04-09,partner,Enterprise,163,False,False,Enterprise,163,32437,389244,monthly,True,False,2024-12-15,271,9.344827586206897,81944,2825.655172413793,25,29,16,4,4.0,37.5,105.5,3.0,0.0,Retained,Low,High MRR,Large
A-e60f9d,Company_178,FinTech,US,2024-08-26,other,Basic,29,False,False,Basic,38,722,8664,annual,True,True,2024-12-25,629,10.14516129032258,158587,2557.8548387096776,24,62,30,5,2.0,70.5,106.5,,0.0,Retained,High,Medium MRR,Large
A-88c6ca,Company_179,FinTech,DE,2024-10-25,ads,Basic,5,False,True,Pro,23,1127,13524,annual,True,False,2024-12-23,446,10.372093023255815,130195,3027.7906976744184,19,43,27,8,1.0,56.0,12.0,,0.0,Churned,Medium,Medium MRR,Small
A-158f4e,Company_180,FinTech,IN,2023-03-03,other,Enterprise,61,False,False,Enterprise,61,12139,145668,monthly,True,False,2024-11-23,453,9.244897959183673,124458,2539.9591836734694,29,49,32,3,5.0,27.6,126.0,4.333333333333333,0.0,Retained,Medium,High MRR,Large
A-5b051a,Company_181,Cybersecurity,US,2024-08-05,event,Enterprise,22,False,False,Pro,22,1078,12936,monthly,True,False,2024-12-29,171,10.6875,44864,2804.0,17,16,14,3,1.0,2.0,2.0,3.0,0.0,Retained,Low,Medium MRR,Medium
A-296d7c,Company_182,DevTools,DE,2023-11-08,other,Enterprise,2,False,False,Pro,6,294,3528,annual,True,False,2024-11-26,357,10.818181818181818,124753,3780.3939393939395,18,33,21,7,5.0,50.4,105.2,3.75,0.0,Retained,Low,Low MRR,Small
A-1619f8,Company_183,DevTools,US,2024-05-20,organic,Pro,29,False,False,Basic,29,551,6612,monthly,True,False,2024-11-28,432,10.285714285714286,142787,3399.690476190476,26,42,27,2,3.0,42.0,81.0,5.0,0.0,Retained,Medium,Medium MRR,Large
A-a1b80b,Company_184,HealthTech,US,2023-11-27,organic,Basic,16,False,False,Pro,16,0,0,annual,True,False,2024-11-07,749,10.402777777777779,222610,3091.8055555555557,48,72,33,5,4.0,41.0,72.5,4.0,0.0,Retained,High,Low MRR,Medium
A-139c3b,Company_185,HealthTech,US,2024-11-21,organic,Enterprise,10,True,True,Basic,21,0,0,annual,True,False,2024-12-30,478,10.863636363636363,150601,3422.75,16,44,27,7,9.0,28.444444444444443,66.11111111111111,4.5,0.0,Churned,Medium,Low MRR,Small
A-702032,Company_186,HealthTech,US,2023-10-03,ads,Pro,28,False,False,Pro,28,1372,16464,annual,True,True,2024-12-13,285,10.961538461538462,91776,3529.846153846154,15,26,19,1,4.0,26.0,98.25,3.0,0.0,Retained,Low,Medium MRR,Large
A-7a0d69,Company_187,DevTools,DE,2024-06-15,ads,Enterprise,4,True,True,Enterprise,16,3184,38208,monthly,True,False,2024-12-10,606,9.934426229508198,179167,2937.1639344262294,31,61,31,5,2.0,29.0,52.5,5.0,0.0,Churned,High,High MRR,Small
A-22d9d2,Company_188,DevTools,FR,2024-03-22,event,Pro,8,False,False,Pro,32,1568,18816,monthly,True,True,2024-12-17,782,10.426666666666666,239679,3195.72,43,75,35,6,6.0,16.0,88.0,4.0,1.0,Retained,High,Medium MRR,Small
A-b9eed8,Company_189,Cybersecurity,US,2024-02-23,organic,Basic,11,False,False,Basic,18,342,4104,monthly,True,False,2024-11-30,623,10.21311475409836,168474,2761.8688524590166,55,61,29,9,5.0,29.2,103.8,3.75,1.0,Retained,High,Low MRR,Medium
A-dfbd31,Company_190,DevTools,UK,2023-12-04,partner,Enterprise,14,False,False,Basic,14,266,3192,monthly,True,False,2024-12-09,599,11.092592592592593,182273,3375.425925925926,19,54,27,7,6.0,29.666666666666668,129.83333333333334,4.25,0.0,Retained,High,Low MRR,Medium
A-8e47ca,Company_191,HealthTech,US,2024-02-15,organic,Pro,19,False,False,Enterprise,25,4975,59700,monthly,True,True,2024-11-03,441,9.58695652173913,133497,2902.108695652174,35,46,29,2,5.0,33.4,80.6,4.0,1.0,Retained,Medium,High MRR,Medium
A-4437e4,Company_192,Cybersecurity,US,2023-09-16,event,Enterprise,3,False,False,Basic,9,171,2052,annual,True,False,2024-12-23,806,9.710843373493976,260271,3135.7951807228915,43,83,37,8,6.0,34.666666666666664,125.33333333333333,3.0,2.0,Retained,High,Low MRR,Small
A-779e4e,Company_193,HealthTech,US,2023-01-02,organic,Basic,5,False,False,Basic,98,1862,22344,annual,True,False,2024-09-18,393,8.931818181818182,111038,2523.590909090909,20,44,28,6,5.0,26.6,91.6,4.0,0.0,Retained,Low,Medium MRR,Small
A-53f4e3,Company_194,Cybersecurity,UK,2024-06-14,event,Enterprise,13,False,False,Pro,29,1421,17052,monthly,True,False,2024-12-22,410,9.318181818181818,127529,2898.3863636363635,45,44,29,1,5.0,28.6,99.0,4.0,0.0,Retained,Low,Medium MRR,Medium
A-692f18,Company_195,EdTech,US,2024-03-28,other,Basic,5,True,True,Enterprise,28,5572,66864,annual,True,True,2024-12-15,871,10.011494252873563,261911,3010.4712643678163,55,87,36,9,2.0,37.5,120.0,5.0,0.0,Churned,High,High MRR,Small
A-13466a,Company_196,DevTools,AU,2023-10-22,event,Basic,2,False,True,Basic,9,171,2052,annual,True,False,2024-09-20,205,9.318181818181818,57539,2615.409090909091,14,22,17,2,3.0,32.333333333333336,94.33333333333333,4.333333333333333,1.0,Churned,Low,Low MRR,Small
A-1986ca,Company_197,HealthTech,IN,2023-01-30,ads,Pro,20,False,False,Enterprise,20,3980,47760,monthly,False,False,2024-09-24,362,9.783783783783784,102382,2767.0810810810813,23,37,26,5,7.0,36.57142857142857,106.57142857142857,3.4,0.0,Retained,Low,High MRR,Medium
A-0cc442,Company_198,EdTech,US,2024-07-18,organic,Basic,45,False,False,Enterprise,45,8955,107460,annual,True,False,2024-12-18,765,9.935064935064934,230759,2996.87012987013,41,77,34,7,3.0,37.0,47.333333333333336,3.0,0.0,Retained,High,High MRR,Large
A-c608c8,Company_199,DevTools,DE,2023-04-27,ads,Pro,3,False,True,Pro,21,1029,12348,annual,True,False,2024-10-12,445,10.348837209302326,144345,3356.860465116279,27,43,29,5,2.0,59.0,66.0,3.0,0.0,Churned,Medium,Medium MRR,Small
A-3be56b,Company_200,HealthTech,IN,2023-10-26,event,Pro,3,False,True,Basic,20,380,4560,annual,False,False,2024-12-01,528,9.6,169908,3089.2363636363634,33,55,28,8,4.0,40.25,74.0,3.5,0.0,Churned,Medium,Low MRR,Small
A-354f12,Company_201,FinTech,US,2024-04-28,ads,Pro,1,True,False,Basic,7,133,1596,monthly,True,False,2024-11-08,158,10.533333333333333,48510,3234.0,3,15,14,1,2.0,56.5,137.5,,0.0,Retained,Low,Low MRR,Small
A-68f37c,Company_202,HealthTech,US,2023-07-15,ads,Basic,4,False,False,Enterprise,4,796,9552,monthly,True,False,2024-10-05,624,9.6,202756,3119.3230769230768,40,65,30,6,5.0,20.2,119.8,4.0,0.0,Retained,High,Medium MRR,Small
